product_title,rating,domain,review_text
Gear Classic 20L Faux Leather Water Resistant Anti Theft Laptop Bag/Backpack for Men/Women-Navy,5.0,Electronics,Very very nice and good
Gear Turbo 45L Expandable Water Resistant Antitheft Laptop Bag/Backpack/Briefcase For Men/Women With Raincover (Grey),5.0,Electronics,"Amazing phone, very fast and battery life is also good."
"Irusu Play VR Plus VR Headset with Headphones,40MM HD Lens for Mobiles (with Remote)",5.0,Electronics,Great phone
Robustrion Tempered Glass Screen Protector for iPad 10.2 inch 9th Gen Generation 2021 8th Gen 2020 7th Gen 2019,2.0,Electronics,I received the product with hair line scratch on the screen which does not appear at a glance but upon reflection of light on a specific angle it appears.  During delivery I could not detect it but after few days I recognized. From Apple I do not expect any cheating on product quality
"Samsung Galaxy Watch4 Classic LTE (4.6cm, Black)",3.0,Electronics,The battery doesn't last long it's better  to go to showroom  and buy the product specially the device
"pTron Volta Dual Port 12W Smart USB Charger Adapter, Multi-Layer Protection, Made in India, BIS Certified, Fast Charging P...",4.0,Electronics,"I upgraded from device 5 to Xr, and there is a huge difference in battery. According to my mobile usage, I used to charge device 5 thrice a day and Now, I charge my Xr once in 3 days. The difference is immense."
"Sounce Air Pods 3 Case Cover with Keychain Neck, Protective Silicone Case Skin Compatible with Air Pods 3rd Generation (20...",5.0,Electronics,"Its an apple product. No compromise for build quality, performance, design etc. the best product i ever purchased."
"Verilux® 7 in 1 USB C Hub,Type C to 4K HDMI Output,PD Charging Port,RJ45 Ethernet, SD/TF Card, USB 3.0,USB 2.0 USB C Hub f...",4.0,Electronics,Being android user for more than 9 years. IOS was very new for me but it is very smooth experience. Worth buying #xR
"ENVOUS Smart Watch Charger Magnetic, Charging Cable for Boat Xtend, Noise ColorFit Pulse, Colorfit Ultra/Ultra 2, Color Fi...",5.0,Electronics,One word.. perfect
Cello Signature Moonlit Ball Pen | Blue Ball Pen | Pack of 1 | Best Ball Pens for Smooth Writing | Gifting Pens | Premium ...,5.0,Electronics,Doesn’t have finger print sensor. But Face ID works well. Good phone with great battery life and great battery
Parker Moments Vector Timecheck Gold Trim Roller Ball Pen (Black),5.0,Electronics,Make delivery faster
Apple iPhone 12 (128GB) - Black,5.0,Electronics,Awesome
"Tough Lee Tempered Glass Screen Guard Protector for Apple iPad Air 5 5th Generation 2022, Air 4 4th Gen 2020 10.9 inch, iP...",5.0,Electronics,Just one word “excellent”
"boAt Aavante Bar 1750 2.1 Channel Bluetooth Soundbar with 120W RMS Signature Sound, Wireless Subwoofer, Multi-Compatibilit...",5.0,Electronics,First thing that strikes you is the colour. Vibrant and really nice
Oppo Enco Air 2 Pro Bluetooth Truly Wireless in Ear Earbuds with Mic - White,5.0,Electronics,The product was just as good as an apple always is and the delivery was prompt. I am an apple user and I require all my gadgets to be in sync which is why I bought this. But always look according to ur requirement and then buy the phone that suits you best!
Belkin Privacy Tempered Glass for iPhone 12/12 Pro Screen Protector with Easy Application Tray,5.0,Electronics,"The product delivers good value for money. While minor improvements could be made in comfort and finish, it still performs exceptionally well in day‑to‑day usage."
"pTron Bassbuds Tango ENC Bluetooth Truly Wireless in Ear Earbuds with mic, Movie Mode, 40Hrs Total Playtime, BT 5.1, Deep ...",5.0,Electronics,i am loving it
boAt Bassheads 220 Wired in Ear Earphones with Mic(Raging Red),5.0,Electronics,Disappointed that it doesn't come with finger print scanner just face unlock. Otherwise it's a good apple phone if u r tight on budget
"Luxor 6 Subject Spiral Premium Exercise Notebook, Single Ruled - (18cm X 24cm), 300 Pages, Pack of 3",5.0,Electronics,Impressed with the performance and attention to detail. Would purchase again.
VU 108 cm (43 inches) The GloLED 84 Watt DJ Sound Series 4K Smart Google TV 43GloLED (Grey),5.0,Electronics,Great value for money with great camera and apple security features better than your one plus
"JBL Flip 5 Wireless Portable Bluetooth Speaker, Signature Sound with Powerful Bass Radiator, Vibrant Colors with Rugged Fa...",5.0,Electronics,Too large
pTron Volta FC17 25W Type-C to Type-C PD Superfast Charger for Samsung S21/S21+/S21 Ultra/S20/S20+/S20 Ultra/Note 20/Note ...,4.0,Electronics,Face ID don’t work in some cases
"Belkin Apple Certified Lightning to USB Charge and Sync Cable for iPhone, iPad, Air Pods, 3.3 feet (1 meters) – White",5.0,Electronics,<3 Love for device. Just too awesome
"Acko 1 Year Extended Warranty for Appliances from Rs 20,000 to Rs 30,000 (Email Delivery)",5.0,Electronics,Superb phone
HM Pk Store Generic bestbackup dc024 Battery for Airtel 2300mah Airtel AMF-311WW Data Card Hotspot doongle compataible dc0...,5.0,Electronics,I like the product
Dell Mobile Wireless Mouse MS3320W - Titan Gray - 3yrs Adv. Exc Serv,4.0,Electronics,Simply the Superb
Sennheiser CX 80S in-Ear Wired Headphones with in-line One-Button Smart Remote with Microphone Black,5.0,Electronics,"The product was delivered and it was nice. However, I realised that no bill was given with it. So what do I show as its warranty !?"
"Redmi Note 11S (Horizon Blue, 6GB RAM, 128GB Storage)|108MP AI Quad Camera | 90 Hz FHD+ AMOLED Display | 33W Charger Inclu...",5.0,Electronics,1st mobile in device becoz battery is so good
"Crucial P3 500GB PCIe 3.0 3D NAND NVMe M.2 SSD, up to 3500MB/s - CT500P3SSD8",5.0,Electronics,Great phone = great battery life + great camera especially in low light + great security and face recognition. Very happy and bought it at the right time before the prices went up again.
"Noise Pulse Go Buzz Bluetooth Calling Smart Watch, 1.69"" Clear Display, 550Nits,150+ Watch face, Comfort Strap, Heart Rat...",5.0,Electronics,"Super fast performance, long battery hours, little heavier than device 7 plus. Overall good phone."
"Oppo Enco M32 Bluetooth Wireless in Ear Earbuds with Mic,10 Mins Charge - 20Hrs Music Fast Charge, 28Hrs Battery Life,10mm...",5.0,Electronics,"Great phone! Best ux in the class, no offense android but why does my calculator need permission to access my contacts?"
"TP-Link AC1750 Universal Dual Band Range Extender, Broadband/Wi-Fi Extender, Wi-Fi Booster/Hotspot with 1 Gigabit Port and...",5.0,Electronics,After iOS 13.1 update the batter has improved a loot !!
M19 Wireless Earbuds TWS 5.1 Large Screen Dual LED Digital Display Touch Bluetooth Headphones Mini Compact Portable Sports...,5.0,Electronics,Excellent! Highly recommended.
"STRIFF 12 Pieces Highly Flexible Silicone Micro USB Protector, Mouse Cable Protector, Suit for All Cell Phones, Computers ...",4.0,Electronics,"Camera is good ,"
Sounce Sports Adjustable Xiaomi Mi Band 3/ Mi Band 4 Watch Silicone Strap Band Watch Strap (Not Compatible with Mi Band 1/...,4.0,Electronics,Everything is ok but charging very slow.
"Redmi 9A Sport (Coral Green, 3GB RAM, 32GB Storage) | 2GHz Octa-core Helio G25 Processor | 5000 mAh Battery",5.0,Electronics,Just go for it. Everything was known. If your budget permit go for it. All apple product..only budget is issue.
Orpat OT-512GT Calculator (Black),5.0,Electronics,A big change for me was moving up from device 7 Plus to this phone is the Face ID. It is super fast and very accurate.
Zebronics Wired Keyboard and Mouse Combo with 104 Keys and a USB Mouse with 1200 DPI - JUDWAA 750,1.0,Electronics,"They gave me a faulty phone which i came to knew after one month,"
"PiBOX India - SATA to USB 3.0 Cable, USB 3.0 to SATA III Hard Drive Adapter Compatible for 2.5 3.5 Inch Desktop HDD/SSD Ha...",5.0,Electronics,Awesome phone at affordable price..!! Not cheap but affordable..!!
GM 3041 Trio 2 Pin Flex Box 5 Mtr. with Indicator & International Socket,4.0,Electronics,I was very happy with this phone. This battery had very long durability.Value for price. The quality of picture is very good it had 4K video up to 60fps . It is very good phone for those people who want an device
HP 680 Original Ink Advantage Cartridge (Black),5.0,Electronics,"In my initial review, I said that the device XR was the best device for most people right, and my thoughts about it haven't changed six months later. This is still the best device in the market, offering the same smooth and terrific user experience as the more expensive device XS and XS Max, but with the knowledge that you're also getting the best battery life. In fact, the battery life is at par, if not better, to what the P30 Pro and the Galaxy S10+ offer and that's saying something."
"Amazon Basics Wired Gaming Mouse, 4000 DPI, Lightweight, 8 Preprogrammed Buttons, 500 IPS High-Speed Tracking, 1.6m Length...",4.0,Electronics,Camera quality is not good as it adverstised.
ENVIE® (ECR11+AA2800 4PL) Speedster Rechargeable Batteries Charger for AA & AAA with 4x2800mah Batteries (with LCD Display),5.0,Electronics,Superb. Thank you amazon for next day delivery.
"PTron Solero TB301 3A Type-C Data and Fast Charging Cable, Made in India, 480Mbps Data Sync, Strong and Durable 1.5-Meter ...",1.0,Electronics,"Phone not working. Phone was autotyping and then eventually frozen screen. I bought on 15th oct and barely used for few days. No support from amazon for replacement for defective piece. One thing to note that when I received this piece, it was in a locked bag. However, there should have been some QR code on bag which the delivery boy scans. There was no such code on the bag and the delivery center sent the qr code as whatsapp on my phone."
"Redmi 11 Prime 5G (Chrome Silver, 4GB RAM 64GB ROM) | Prime Design | MTK Dimensity 700 | 50 MP Dual Cam | 5000mAh | 7 Band 5G",5.0,Electronics,I am so happy with amazon.!! Good price and get it on time and yes perfect original product..!! device XR 64 gb  if you allrdy using device than u will love it and u buying is first time than u wll flll in love for sure ..!!! I am giving this review after using my device XR for more than month..!! So trust me guys its good and original product.!!!
"Seagate One Touch 2TB External HDD with Password Protection – Space Gray, for Windows and Mac, with 3 yr Data Recovery Ser...",4.0,Electronics,It’s ok product
"Noise ColorFit Ultra Buzz Bluetooth Calling Smart Watch with 1.75"" HD Display, 320x385 px Resolution, 100 Sports Modes, St...",1.0,Electronics,Battery and camera are good but phone heated up a lot and starts to lagg
Samsung 108 cm (43 inches) Crystal 4K Series Ultra HD Smart LED TV UA43AUE60AKLXL (Black),1.0,Electronics,"Face ID is very very slow. There seems to be a problem with the microphone. There is an issue with the sensors. Microphone issues, touch issues. I’ve been trying to raise a complaint but the amazon support team is always redirecting me to the apple website. I’ve been unable to return this item since I’ve discovered the problems. I really need assistance on this matter."
Dealfreez Case Compatible with Fire TV Stick 3rd Gen 2021 Full Wrap Silicone Remote Cover Anti-Lost with Loop (D-Black),4.0,Electronics,"Average product from Apple, not better product compare to Samsung similar versions"
"Noise Buds VS104 Pro Truly Wireless Earbuds with 40H of Playtime, Quad Mic with ENC, Instacharge(10 min=150 min), 14.2mm D...",5.0,Electronics,Awesome experience with device XR red Color
Robustrion Smart Trifold Hard Back Flip Stand Case Cover for Xiaomi Mi Pad 5 Cover 11 inch - Black,5.0,Electronics,amazing experience..........!
URBN 10000 mAh Li-Polymer Ultra Compact Power Bank | 12W Fast Charge | Dual USB Output | Type C | Micro Input | Pocket Siz...,5.0,Electronics,Best in the Class...
"Fire-Boltt Ring Plus 1.91"" Bluetooth Calling Smartwatch Largest Full Touch Display & Full Metal Body, AI Voice, Over 100 S...",5.0,Electronics,I like with photography work
TheGiftKart Ultra-Hybrid Back Case Cover for Samsung Galaxy S21 FE 5G | Crystal Clear Hard Back | Shockproof Design | Came...,4.0,Electronics,Super performance
"boAt Rockerz 330ANC Bluetooth in Ear Neckband with Mic, Crystal Bionic Sound Powered by Dirac Opteo, Active Noise Cancella...",5.0,Electronics,"Always n device fan. So, XR for me was an obvious buy"
Maped Essential Soft 17cm Scissor,5.0,Electronics,Quality product!!
"ESR Pencil Case Compatible with iPad Air 5th Generation Cover 2022 and iPad Air 4th Generation Case (2020), Tablets with P...",5.0,Electronics,"Nice product, worth buying"
TheGiftKart Ultra-Hybrid Back Case Cover for Samsung Galaxy S20 FE / S20 FE 5G | Crystal Clear Hard Back | Shockproof Desi...,5.0,Electronics,This set is cost effective. Valuable more than it’s cost.
"Redmi Note 11 Pro (Stealth Black, 8GB RAM, 128GB Storage)| 67W Turbo Charge | 120Hz Super AMOLED Display | Charger Include...",5.0,Electronics,"Superb performance, cant expect anything more 👍"
ADISA Laptop Backpack 31 Ltrs,5.0,Electronics,Nothing like device
"boAt Airdopes Atom 81 True Wireless in Ear Earbuds with Upto 50H Playtime, Quad Mics ENx Tech, 13MM Drivers, Beast Mode(50...",1.0,Electronics,"So I got the device XR just today. The product looks amazing. But unfortunately the Face ID is not working and there’s a glitch in the front camera’s portrait mode. That’s fine, it may happen. But what’s not fine is the pathetic service provided by amazon and apple. Firstly, amazon takes no responsibility of the product once sold. Talking about the giant, apple, the so called market leaders. Went to the service centre, after running a diagnostic the solution they came up with is sending the phone to Bangalore for repair. Like sending the new phone for repair is the practical solution that the company provides after charging a bomb for the product. And also to mention, amazon.in is not an authorised apple reseller. I guess this issue will be escalated to the consumer court. Thank you amazon and apple!"
"Amazon Basics 10000mAH Lithium Polymer 18W Fast Charging Power Bank | Dual Input and Triple Output Ports | Metallic Body, ...",5.0,Electronics,Super mobile....over weight
"CONA Standy Multiplug 3 in 1 - (White) - Multiplug with Stand, 125 Volt",4.0,Electronics,So far enjoying this product. Luckily I could grab this phone on offer for 48k along with offer applied during prime day. First time using an apple product and I am very happy
boAt Bassheads 102 in Ear Wired Earphones with Mic(Jazzy Blue),4.0,Electronics,The phone which a person need this is one for them. Really loved it everything in this price range bybapple it is very good product. But i m not satisfied with its display. Display quality and clearity is very poor 720p video play is not good so blurry
"Rode SC7 3.5mm TRS to TRSS Patch Cable For Tablet, Smartphone (Red, Black, Grey)",5.0,Electronics,Best device ever
Lapster USB 3.0 A to Micro B SuperSpeed for hard disk cable - short cable,3.0,Electronics,Amazon did not provided the original bill of Apple Xr to me in soft copy at my email nor hard cooy to my house. Please provide the same at the earliest. Rest phone specifications lies between 2 to 3 star only.
TheGiftKart Ultra-Hybrid Crystal Clear Back Case Cover for iPhone 14 Back Cover Case | Slim Fit Shockproof Design | Camera...,4.0,Electronics,Superb
SanDisk Ultra Dual SDDD3-128G-I35 USB 3.0 128GB Flash Drive (Dual Micro-USB and USB 3.0 connectors),1.0,Electronics,Receive empty box
TheGiftKart Crystal Clear Samsung Galaxy S20 FE / S20 FE 5G Back Cover Case |360 Degree Protection Shock Proof Design |Tra...,5.0,Electronics,Good phone
"Parker Vector Camouflage Gift Set - Roller Ball Pen & Parker Logo Keychain (Black Body, Blue Ink), 2 Piece Set",5.0,Electronics,The product quality exceeded expectations. Delivery was fast and the packaging was secure.
"OnePlus Warp Charge Type-C To Type-C Cable 100Cm, Compatible With Smartphone, Red,White",5.0,Electronics,"Camera quality, battery life and ios"
"Noise ColorFit Ultra 2 Buzz 1.78"" AMOLED Bluetooth Calling Watch with 368 * 448px Always On Display, Premium Metallic Fini...",5.0,Electronics,Awesome phone and apple tag it self looks so premium in hands and face lock works superb overall happy to buy this phone instead of one plus 7
Apple Lightning to 3.5 mm Headphone Jack Adapter,5.0,Electronics,It is my red beast.... My first device experience with device xr is very smooth and awesome... I got is at only 38K many many thanks to amazon for this. Battery performance is good... with normal usage it gives around 24hrs backup while with heavy usage 12-13 hrs backup u can definitely get. But charging adapter  in the box is very pathetic. I just ordered an 12W fast charger at 1K from amazon. It is a smart choice to get device Xr at 40K over device 11 at 59 K (Including HDFC bank offer). With your saved money u can buy different apple accessories. Overall my first device experience is awesome.
"Ambrane Stringz 38 Wired Earphones with Mic, Powerful HD Sound with High Bass, Tangle Free Cable, Comfort in-Ear Fit, 3.5m...",1.0,Electronics,Sensor issue on this phone and amazon is not responding i am trying to reach out but no response from them.
"TAGG Verve Sense Smartwatch with 1.70'' Large Display, Real SPO2, and Real-Time Heart Rate Tracking, 7 Days Battery Backu...",5.0,Electronics,Nice recommended to everyone Sir also must buy for Business users
"keskriva Foldable Wooden Mini Laptop Table for Bed, Study Table with Drawer, Tablet/Mobile Holder for Kids And Adults",1.0,Electronics,"Battery life has a problem, also gets hang sometimes."
Spigen AlignMaster Tempered Glass Screen Guard for iPhone 11 / Xr - 2 Pack,5.0,Electronics,Value for money
"SanDisk 1TB Portable SSD, 520MB/s R, USB 3.2 Gen 2, Rugged SSD with Upto 2 Meter Drop Protection, Type-C to Type-A Cable, ...",4.0,Electronics,After using 1 year quality okay but need to improve battery quality
Samsung EVO Plus 256GB microSDXC UHS-I U3 130MB/s Full HD & 4K UHD Memory Card with Adapter (MB-MC256KA),5.0,Electronics,"Best budget phone by apple,cant believe the overall performance and the tremendous display quality, who says the display is not good, obviously its not good it’s excellent. And thanks to Amazon for providing me the phone within 12hrs."
SKYVIK SIGNI X Mobile Camera 20x Macro Lens Kit,4.0,Electronics,Good value for money.
"Samsung Galaxy Tab A8 10.5 inches Display, RAM 4 GB, ROM 64 GB Expandable, Wi-Fi+LTE Tablets, Silver,SM-X205NZSEINU",5.0,Electronics,Amazing experience overall. The build quality is solid and performance is smooth. I was skeptical at first but this turned out to be a great purchase.
"Storio Kids Toys LCD Writing Tablet 8.5Inch E-Note Pad Best Birthday Gift for Girls Boys, Multicolor (SC1667)",5.0,Electronics,Great phone for better photos and low light battery usage is much better than X
"Acko 1 Year Extended Warranty for ACs from Rs-30,000 to Rs-40,000 (Email Delivery)",2.0,Electronics,Battery  Backup is in fault
Amazon Basics 6 Foot Micro HDMI-A to HDMI-D (NOT Micro-USB) Cable (Black),5.0,Electronics,Fmcg Gn he Cvv by uff scones
"Ahuja NBA-15 Portable Rechargeable Speaker with 1 No Neckband Microphone, Black, 340GMS",5.0,Electronics,"Great product, totally worth it."
"JD9 Paper Cutter A4 Heavy Duty Professional Paper Trimmer, Guillotine Craft Machine for Office, Home, Craft, Photo Studio...",5.0,Electronics,Value for Money
"truke Buds S1 Bluetooth Truly Wireless in Ear Earbuds with mic, Environmental Noise Cancellation(ENC) | Up to 72hrs of Pla...",5.0,Electronics,"Amazing phone with superb processor ,face recognition is very responsive battery backup is great , amazing build quality, screen quality is okay not bad but at this price point quality could be better."
boAt Bassheads 242 in Ear Wired Earphones with Mic(Red),5.0,Electronics,Excellence phone. Every thing this fine.
Vivo 2E Bluetooth Truly Wireless in Ear Earbuds with Mic 30Hrs Ultra Battery Life (Moonlight White),5.0,Electronics,Excellent
Canon PG-47 Ink Cartridge (Black),5.0,Electronics,"device XR with A12 bionic chip with 3 GB RAM is fast. This is my 1st device and I am very impressed with it's performance, processing power is fast and device is very easy to use and it fits in my hand very well."
"OnePlus Nord 2T 5G (Jade Fog, 12GB RAM, 256GB Storage)",4.0,Electronics,"I ordered this phone on Diwali offer. The phone which I got first had display issue , so I got replacement for that.my previous phone was device 6 Plus.  After one week of using this phone, these are my honest review.  Firstly the phone has excellent battery life . For average use, the battery lasts more than a day easily. Although charging takes time ie about 2 to 3 hours from 10% to 100%. As I am used to device home button, I’m feeling a bit uncomfortable with this phone as it has no home button. You have to swipe up every time from bottom to top to unlock the phone. It has no finger print sensor . So it’s a bit difficult to unlock while ur in bed as u have to put ur face in front of the phone for FACE ID. Reach ability is an issue if u use one handed. Especially while using Facebook, when u have to swipe down from bottom line to make ur finger reach the top screen clicking options. Display of the screen is a bit below device 6 Plus. So all in all the phone is just about satisfactory."
Robustrion Smart Flexible Trifold Flip Stand Case Cover for iPad Air 5th Generation Cover/iPad Air 4th Generation iPad Air...,3.0,Electronics,Mic quality is so worst
VMBS A1 Smart Watch Mobile Inbuild Camera Supporting 4G/5G Sim Smartwatch for Phone,4.0,Electronics,Phone is too good
"PHILIPS Audio Tat1225 Bluetooth Truly Wireless in Ear Earbuds with Mic (TWS) with 18 Hours Playtime (6+12) Ipx4, Voice Ass...",3.0,Electronics,Phone is getting heated up
Cello Geltech Fun Glitter Gel Pen | Pack of 10 | Glitter gel pens for art lovers and kids| Glitter pen set | Drawing Pen S...,1.0,Electronics,You will never get service for this brand. device service center not taking there product.
Corsair Vengeance LPX 8GB (1x8GB) DDR4 3200MHZ C16 Desktop RAM (Black),5.0,Electronics,one shot product
"Ambrane Wired in Ear Earphones with in-line Mic for Clear Calling, 14mm Dynamic Drivers for BoostedBass™, 3.5mm Jack, Mult...",5.0,Electronics,There is no figure print sensor but i am very happy with face unlock feature
"Kratos Thump Wired Earphones, Powerful Bass, HD Sound Quality Earphones, Tangle Free Cable, Comfortable in Ear Fit, with ...",5.0,Electronics,Awesome battery backup...
Faber-Castell Erasable Crayon Tin Set - Pack of 12 (Assorted) + 2 FREE Gold and Silver,5.0,Electronics,"Nice phone, using from last 4 months & no issues. Esim working fine"
"Astigo Compatible Remote Control for Mi Smart LED 4A (43""/32"")",5.0,Electronics,Good phone brought it during Diwali sales!
ZOUL Type C to Type C Fast Charging Cable 65W 2M/6ft USB C Nylon Braided Cord Compatible with Macbook Oneplus 9 9R Samsung...,5.0,Electronics,It’s buatifull product...
"Born Good Plant-based Electronics & Gadget Disinfectant & Cleaner Kit | Biodegradable, Non-Toxic, Eco-Friendly | Laptop, S...",5.0,Electronics,Got this at an offer price of 39k. The Phone justified the amount i spent for it
Dell Kb216 Wired Multimedia USB Keyboard with Super Quite Plunger Keys with Spill-Resistant  Black,5.0,Electronics,"Never thought about purchasing XR but couldn't stop myself when i saw this deal . Taken sudden decision and bought this. Very much worried till the delivery suspecting that the product would be refurbished or duplicate. But amazon kept thier commitment, i received a brand new orginal device."
"boAt Immortal IM1000D Dual Channel Gaming Wired Over Ear Headphones with mic, 7.1 Channel Surround Audio, Dolby Atmos, 50m...",5.0,Electronics,"Paisa vasool phone, As usual no need to write review."
"Tecno Spark 8 Pro (Interstellar Black, 4GB RAM,64GB Storage) | 48MP Triple Camera | 33W Fast Charger",1.0,Electronics,"Sound not working, buy from another seller"
Robustrion Deer Pattern Flip Stand Case Cover with S Pen Holder for Samsung Galaxy Tab S6 Lite 10.4 inch SM-P610/P615 - De...,5.0,Electronics,Nice product
"SanDisk iXpand USB 3.0 Flash Drive Flip 64GB, for iOS and Windows, Metalic",5.0,Electronics,"The product delivers good value for money. While minor improvements could be made in comfort and finish, it still performs exceptionally well in day‑to‑day usage."
Trinetra USB-C Adapter Charger 18W 20W 3D Cartoon Designs Lightning Cable Protector (Brown Mikki) (Cable & chager not Incl...,5.0,Electronics,Loving it.. really a wonderful phone
OneAssist Mobile 1 Year Extended Warranty Plan - 15001 to 20000,5.0,Electronics,Super
boAt BassHeads 225 Special Edition in-Ear Wired Headphones with Mic (Blue),5.0,Electronics,Good Battery backup....device lover ❤️❤️
ZEBRONICS Zeb-Bang Wireless Bluetooth On The Ear Headphone with Mic and Playback time 16 hrs (Black),5.0,Electronics,Up to mark👍
"Redmi A1 (Light Blue, 2GB RAM, 32GB Storage) | Segment Best AI Dual Cam | 5000mAh Battery | Leather Texture Design | Andro...",1.0,Electronics,Very bad experience with this device xr phone. Back camera found defective and non functional. Amazon is very careless. I haven't got any response on confirmation for replacing. I am just hanging with a damaged piece worth of more than 91000 rupees.
TAGG Verve NEO Smartwatch 1.69’’ HD Display | 60+ Sports Modes | 10 Days Battery | 150+ Maximum Watch Face Library | Water...,5.0,Electronics,"Best device in the price.. I got it for 39999 in sale, totally worth it"
"Seagate One Touch 2TB External HDD with Password Protection – Black, for Windows and Mac, with 3 yr Data Recovery Service...",5.0,Electronics,face recognition is very fast
"JEF Business Card Holder, Debit/Credit/Bussiness/Visiting Name Id Card Holder Book Cash Organizer File - 480 Pocket. (Black)",5.0,Electronics,Fantastic. Nothing more.
"Logitech M221 Wireless Mouse, Silent Buttons, 2.4 GHz with USB Mini Receiver, 1000 DPI Optical Tracking, 18-Month Battery ...",4.0,Electronics,"Easy to use, serves the purpose. I was an android guy for like last 7 years before that was using blackberry in between switched to ios as i used device 5c but at that time i was a bit disappointed may be because quite young i was and a bit techie but now i use my phone for basic purposes like calls, whats app, email, social media n bit gaming n music so it really handles that well though i was a bit hesitant at first as i was used to of finger touch sensor but seriously face recognition is damn good it works like a charm even when there is no light, so if you want no nonsense stuff n if it suits your requirements then go for it as now a days even droids are equally expensive in-fact some are more expensive like fold, razr etc. so just listen to your heart and buy ios or android and you wont go wrong, though i got mine in an offer for ₹43000 for 128 GB variant"
"Syncwire USB Type C to 3.5 mm Audio Jack Connector, Headphones Jack Converter Compatible with Galaxy S8, S8 Plus, S9, S9 P...",5.0,Electronics,Awesome Camera.Everything is near perfection.Superb build material with Apple iOS 12.Got at fabulous price during Amazon Sale.
HP 802 2-Pack Small Black/Tri-Color Original Ink Cartridges,5.0,Electronics,Overall good experience
"pTron Bassbuds Perl in-Ear TWS Earbuds with TruTalk ENC, Bluetooth 5.3 Wireless Headphone with Mic, Deep Bass, Low Latenc...",1.0,Electronics,"Today, after 2 months, my phone stop to work. The cellphone turned off and never turn on again."
F Gear Blackhawk 40 Ltrs Black Laptop Backpack (3178),5.0,Electronics,Very very good product
R A Products LCD Writing Board Slate Drawing Record Notes Digital Notepad with Pen Handwriting Pad Paperless Graphic Table...,5.0,Electronics,Good in all expectations
"ZEBRONICS Zeb Evolve Wireless Bluetooth in Ear Neckband Earphone, Rapid Charge, Dual Pairing, Magnetic earpiece,Voice Assi...",5.0,Electronics,"Great product, totally worth it."
Crucial BX500 240GB 3D NAND SATA 6.35 cm (2.5-inch) SSD (CT240BX500SSD1),5.0,Electronics,"Nice phone got it for rs44000 after discount.with no cost emi from Amazon icici credit card. Red is beautiful. Battery back is good last for more than one day in my case. Performance, quality And finish awesome. Got update to iOS13. Amazon super fast delivery in 14hrs. Phone was covered with innovative tamper proof packaging and a code ,otp was provided to me by sms before delivery. Code to me matched with code on packaging."
"JBL Flip 5 Wireless Portable Bluetooth Speaker, Signature Sound with Powerful Bass Radiator, Vibrant Colors with Rugged De...",5.0,Electronics,"The product, delivery everything on point."
AmazonBasics 50-Inch Lightweight Tripod with Bag,3.0,Electronics,I am having issues with the sim lot getting not detected intermittently. Causing major issues for myself
"boAt Rockerz 335 Bluetooth in Ear Neckband with Qualcomm aptX & CVC, Upto 30 Hours Playback, ASAP Charge, Signature Sound,...",5.0,Electronics,3 years with device 6s and never faced a lag or hang . Battery started draining faster obviously 3 years and heavy usage did that .
HP Laserjet Pro M126nw Multi-Function Monochrome Laser Printer,5.0,Electronics,Performance
"realme TechLife Buds T100 Bluetooth Truly Wireless in Ear Earbuds with mic, AI ENC for Calls, Google Fast Pair, 28 Hours T...",5.0,Electronics,First of all I thank Amazon for such blazing fast delivery and the packaging was terrific. So trustworthy. Secondly Apple gets full marks for such a master piece. device XR is capable of handling my heavy multitasking efficiently. So far so good. Reviewed after using it for almost a day. Thanks Amazon and Apple
AmazonBasics PBH-20216 2-Male to 2-Male RCA Audio Cable - 4 Feet (Black),5.0,Electronics,Awesome❤❤❤
"OneAssist 1 Year Extended Warranty for Smartwatch up to 3000 - Email Delivery Within 2 Hours, No Physical Kit",1.0,Electronics,"Phone looks beautiful. I bought it just one month before thru Amazon, when I put my sim it's speaker has not been working , it is difficult to listen voice sometimes it becomes disconnected. Although my android phone is working good at the same place. I don't know whom should I contact about my complaint."
SLOVIC® Tripod Mount Adapter| Tripod Mobile Holder|Tripod Phone Mount(Made in India)| Smartphone Clip Clipper 360 Degree f...,4.0,Electronics, Best Camera quality and best battery
C14 Thermal Paste 13.6 W/m*K - (2.0 Gram) Subzero Overclocking ™ Stage-1 Kit,5.0,Electronics,Gud phone with better battery life
"Brand Conquer 3 in 1 SD Card Reader | USB Type C, USB 3.0 and Micro USB, OTG, Memory Card | Portable Card Reader | Compati...",3.0,Electronics,Apple may release the dual sim slots for India. It may increase the sale and customer also i think.
"Redmi Note 11 (Space Black, 4GB RAM, 64GB Storage)|90Hz FHD+ AMOLED Display | Qualcomm® Snapdragon™ 680-6nm | 33W Charger ...",1.0,Electronics,Received the product next day only but packaging was not good as it is a cellphone box they should cover it with some thing  Phone is working fine but some times apps automatically closes I am a bit confused if it is a genuine product or not  I would suggest people not to buy from amazon you should go to your nearest store and buy it
"Humble Stainless Steel 19mm Chain Strap with Magnetic Buckle Compatible with Noise Colorfit Pro 2 , Boat Storm Smart Watch...",5.0,Electronics,Packaging should be more effective
"Western Digital WD Green SATA 480GB, Up to 545MB/s, 2.5 Inch/7 mm, 3Y Warranty, Internal Solid State Drive (SSD) (WDS480G3...",5.0,Electronics,Top class camera quality and whole day battery life and lightening face recognition are the best features of device XR
